"date","campaign","country","product","clicks","orders"
2019-03-08,"93rUiWeC21","A","ERX",6,0
2019-03-08,"GWMK3i2EsQ","A","XEL",3,0
2019-03-08,"oPEYL57CXB","A","XEL",11,0
2019-03-08,"NzHceQoVJD","A","XEL",2,0
2019-03-08,"NELDiOtRpH","A","ERX",1,0
2019-03-08,"PJF701uhzB","A","ERX",233,0
2019-03-08,"a1nzp8erhb","A","ERX",1,0
2019-03-09,"Q1DY9uVmC6","A","XEL",8,0
2019-03-09,"sUrqT0fhOc","A","ERX",89,0
2019-03-09,"jn8X3EqNUT","A","ERX",14,0
2019-03-09,"nPwZX0TfRy","A","XEL",4,0
2019-03-09,"V5z7YNktWc","A","ERX",2,0
2019-03-09,"NzHceQoVJD","A","XEL",3,0
2019-03-09,"suzH8jZ1bv","A","ERX",7,0
2019-03-09,"93rUiWeC21","A","ERX",17,0
2019-03-09,"s5cVyF3j2P","A","ERX",4,0
2019-03-09,"WCaomv8YIc","A","XEL",5,0
2019-03-09,"qUcoYROe85","A","XEL",20,0
2019-03-09,"NELDiOtRpH","A","ERX",1,0
2019-03-09,"v0yWo9Vcad","A","ERX",2,0
2019-03-09,"QXtu7RdlMK","A","XEL",9,0
2019-03-09,"1JWBESHbdt","A","ERX",25,0
2019-03-09,"GWMK3i2EsQ","A","XEL",5,0
2019-03-09,"y2TpLfkIXV","A","XEL",22,0
2019-03-09,"oPEYL57CXB","A","XEL",15,0
2019-03-09,"7EA1Htwu4a","A","PNM",0,0
2019-03-09,"F7S5NYvt3m","A","XEL",1,0
2019-03-09,"PJF701uhzB","A","ERX",208,0
2019-03-09,"qSR4OgTysj","A","XEL",2,0
2019-03-09,"a1nzp8erhb","A","ERX",1,0
2019-03-09,"VOZPWxYiAb","A","XEL",7,0
2019-03-09,"SrPeFX0BEZ","A","XEL",21,0
2019-03-09,"K6rvRUa3eh","A","XEL",4,0
2019-03-09,"vhGQeSCUOi","A","SLR",0,0
2019-03-09,"98wsxz6nB0","A","XEL",0,0
2019-03-09,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-09,"OXuI86Giyj","A","XEL",6,0
2019-03-10,"V5z7YNktWc","A","ERX",2,0
2019-03-10,"v0yWo9Vcad","A","ERX",6,0
2019-03-10,"NzHceQoVJD","A","XEL",5,0
2019-03-10,"PJF701uhzB","A","ERX",234,0
2019-03-10,"s5cVyF3j2P","A","ERX",2,0
2019-03-10,"jn8X3EqNUT","A","ERX",56,0
2019-03-10,"GWMK3i2EsQ","A","XEL",4,0
2019-03-10,"y2TpLfkIXV","A","XEL",23,0
2019-03-10,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-10,"qUcoYROe85","A","XEL",20,0
2019-03-10,"a1nzp8erhb","A","ERX",1,0
2019-03-10,"oPEYL57CXB","A","XEL",8,0
2019-03-10,"SrPeFX0BEZ","A","XEL",18,0
2019-03-10,"sUrqT0fhOc","A","ERX",108,0
2019-03-10,"F7S5NYvt3m","A","XEL",1,0
2019-03-10,"nPwZX0TfRy","A","XEL",2,0
2019-03-10,"WCaomv8YIc","A","XEL",5,0
2019-03-10,"Q1DY9uVmC6","A","XEL",8,0
2019-03-10,"1JWBESHbdt","A","ERX",27,0
2019-03-10,"suzH8jZ1bv","A","ERX",6,0
2019-03-10,"qSR4OgTysj","A","XEL",1,0
2019-03-10,"K6rvRUa3eh","A","XEL",3,0
2019-03-10,"VOZPWxYiAb","A","XEL",2,0
2019-03-10,"NELDiOtRpH","A","ERX",1,0
2019-03-10,"98wsxz6nB0","A","XEL",1,0
2019-03-10,"QXtu7RdlMK","A","XEL",8,0
2019-03-10,"T2UzpGnvIK","A","ERX",1,0
2019-03-10,"93rUiWeC21","A","ERX",44,0
2019-03-10,"OXuI86Giyj","A","XEL",2,0
2019-03-11,"Q1DY9uVmC6","A","XEL",8,0
2019-03-11,"suzH8jZ1bv","A","ERX",9,0
2019-03-11,"1JWBESHbdt","A","ERX",35,0
2019-03-11,"jn8X3EqNUT","A","ERX",54,0
2019-03-11,"SrPeFX0BEZ","A","XEL",22,0
2019-03-11,"QXtu7RdlMK","A","XEL",7,0
2019-03-11,"oPEYL57CXB","A","XEL",10,0
2019-03-11,"NzHceQoVJD","A","XEL",4,0
2019-03-11,"sUrqT0fhOc","A","ERX",98,0
2019-03-11,"V5z7YNktWc","A","ERX",2,0
2019-03-11,"y2TpLfkIXV","A","XEL",21,0
2019-03-11,"qSR4OgTysj","A","XEL",2,0
2019-03-11,"qUcoYROe85","A","XEL",18,0
2019-03-11,"PJF701uhzB","A","ERX",220,0
2019-03-11,"v0yWo9Vcad","A","ERX",6,0
2019-03-11,"T2UzpGnvIK","A","ERX",1,0
2019-03-11,"93rUiWeC21","A","ERX",49,0
2019-03-11,"K6rvRUa3eh","A","XEL",1,0
2019-03-11,"GWMK3i2EsQ","A","XEL",3,0
2019-03-11,"khToJg3GLD","A","XEL",16,0
2019-03-11,"WCaomv8YIc","A","XEL",5,0
2019-03-11,"F7S5NYvt3m","A","XEL",0,0
2019-03-11,"NELDiOtRpH","A","ERX",1,0
2019-03-11,"VOZPWxYiAb","A","XEL",0,0
2019-03-11,"nPwZX0TfRy","A","XEL",5,0
2019-03-11,"s5cVyF3j2P","A","ERX",0,0
2019-03-11,"OXuI86Giyj","A","XEL",2,0
2019-03-11,"OfTNKyGn5C","A","XEL",0,0
2019-03-11,"a1nzp8erhb","A","ERX",1,0
2019-03-11,"FW9pYQ5UbZ","A","XEL",0,0
2019-03-11,"98wsxz6nB0","A","XEL",0,0
2019-03-12,"sUrqT0fhOc","A","ERX",96,0
2019-03-12,"Q1DY9uVmC6","A","XEL",5,0
2019-03-12,"khToJg3GLD","A","XEL",36,0
2019-03-12,"oPEYL57CXB","A","XEL",4,0
2019-03-12,"OXuI86Giyj","A","XEL",4,0
2019-03-12,"qUcoYROe85","A","XEL",18,0
2019-03-12,"QXtu7RdlMK","A","XEL",3,0
2019-03-12,"FW9pYQ5UbZ","A","XEL",2,0
2019-03-12,"jn8X3EqNUT","A","ERX",39,0
2019-03-12,"GWMK3i2EsQ","A","XEL",3,0
2019-03-12,"suzH8jZ1bv","A","ERX",7,0
2019-03-12,"1JWBESHbdt","A","ERX",21,0
2019-03-12,"s5cVyF3j2P","A","ERX",2,0
2019-03-12,"qSR4OgTysj","A","XEL",1,0
2019-03-12,"PJF701uhzB","A","ERX",222,0
2019-03-12,"nPwZX0TfRy","A","XEL",2,0
2019-03-12,"y2TpLfkIXV","A","XEL",22,0
2019-03-12,"NELDiOtRpH","A","ERX",4,0
2019-03-12,"SrPeFX0BEZ","A","XEL",25,0
2019-03-12,"v0yWo9Vcad","A","ERX",2,0
2019-03-12,"K6rvRUa3eh","A","XEL",1,0
2019-03-12,"V5z7YNktWc","A","ERX",2,0
2019-03-12,"98wsxz6nB0","A","XEL",0,0
2019-03-12,"WCaomv8YIc","A","XEL",9,0
2019-03-12,"a1nzp8erhb","A","ERX",0,0
2019-03-12,"F7S5NYvt3m","A","XEL",1,0
2019-03-12,"93rUiWeC21","A","ERX",30,0
2019-03-12,"NzHceQoVJD","A","XEL",5,0
2019-03-12,"7EA1Htwu4a","A","PNM",0,0
2019-03-13,"SrPeFX0BEZ","A","XEL",8,0
2019-03-13,"PJF701uhzB","A","ERX",216,0
2019-03-13,"jn8X3EqNUT","A","ERX",21,0
2019-03-13,"WCaomv8YIc","A","XEL",4,0
2019-03-13,"y2TpLfkIXV","A","XEL",19,0
2019-03-13,"qUcoYROe85","A","XEL",19,0
2019-03-13,"GWMK3i2EsQ","A","XEL",2,0
2019-03-13,"Q1DY9uVmC6","A","XEL",4,0
2019-03-13,"QXtu7RdlMK","A","XEL",7,0
2019-03-13,"suzH8jZ1bv","A","ERX",5,0
2019-03-13,"VOZPWxYiAb","A","XEL",1,0
2019-03-13,"OXuI86Giyj","A","XEL",6,0
2019-03-13,"T2UzpGnvIK","A","ERX",1,0
2019-03-13,"V5z7YNktWc","A","ERX",2,0
2019-03-13,"s5cVyF3j2P","A","ERX",2,0
2019-03-13,"khToJg3GLD","A","XEL",42,0
2019-03-13,"NELDiOtRpH","A","ERX",7,0
2019-03-13,"qSR4OgTysj","A","XEL",2,0
2019-03-13,"1JWBESHbdt","A","ERX",27,0
2019-03-13,"nPwZX0TfRy","A","XEL",2,0
2019-03-13,"9CDAXlYfjz","A","SLR",1,0
2019-03-13,"sUrqT0fhOc","A","ERX",83,0
2019-03-13,"98wsxz6nB0","A","XEL",1,0
2019-03-13,"v0yWo9Vcad","A","ERX",3,0
2019-03-13,"93rUiWeC21","A","ERX",15,0
2019-03-13,"tRQoSMWpAi","A","SLR",0,0
2019-03-13,"OfTNKyGn5C","A","XEL",0,0
2019-03-13,"NzHceQoVJD","A","XEL",3,0
2019-03-13,"F7S5NYvt3m","A","XEL",1,0
2019-03-13,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-13,"a1nzp8erhb","A","ERX",0,0
2019-03-13,"oPEYL57CXB","A","XEL",11,0
2019-03-14,"QXtu7RdlMK","A","XEL",9,0
2019-03-14,"PJF701uhzB","A","ERX",212,2
2019-03-14,"OfTNKyGn5C","A","XEL",0,0
2019-03-14,"suzH8jZ1bv","A","ERX",10,0
2019-03-14,"nPwZX0TfRy","A","XEL",6,0
2019-03-14,"qUcoYROe85","A","XEL",23,0
2019-03-14,"NELDiOtRpH","A","ERX",11,0
2019-03-14,"Q1DY9uVmC6","A","XEL",6,0
2019-03-14,"1JWBESHbdt","A","ERX",34,0
2019-03-14,"jn8X3EqNUT","A","ERX",24,0
2019-03-14,"NzHceQoVJD","A","XEL",3,0
2019-03-14,"OXuI86Giyj","A","XEL",3,0
2019-03-14,"GWMK3i2EsQ","A","XEL",3,0
2019-03-14,"VOZPWxYiAb","A","XEL",0,0
2019-03-14,"y2TpLfkIXV","A","XEL",22,0
2019-03-14,"khToJg3GLD","A","XEL",44,0
2019-03-14,"93rUiWeC21","A","ERX",15,0
2019-03-14,"qSR4OgTysj","A","XEL",2,0
2019-03-14,"V5z7YNktWc","A","ERX",2,0
2019-03-14,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-14,"sUrqT0fhOc","A","ERX",68,0
2019-03-14,"s5cVyF3j2P","A","ERX",4,0
2019-03-14,"WCaomv8YIc","A","XEL",6,0
2019-03-14,"98wsxz6nB0","A","XEL",0,0
2019-03-14,"v0yWo9Vcad","A","ERX",10,0
2019-03-14,"oPEYL57CXB","A","XEL",11,0
2019-03-14,"SrPeFX0BEZ","A","XEL",1,0
2019-03-14,"F7S5NYvt3m","A","XEL",1,0
2019-03-14,"K6rvRUa3eh","A","XEL",1,0
2019-03-14,"a1nzp8erhb","A","ERX",0,0
2019-03-15,"Q1DY9uVmC6","A","XEL",4,0
2019-03-15,"oPEYL57CXB","A","XEL",11,0
2019-03-15,"jn8X3EqNUT","A","ERX",26,0
2019-03-15,"sUrqT0fhOc","A","ERX",69,0
2019-03-15,"suzH8jZ1bv","A","ERX",7,0
2019-03-15,"nPwZX0TfRy","A","XEL",4,0
2019-03-15,"QXtu7RdlMK","A","XEL",10,0
2019-03-15,"s5cVyF3j2P","A","ERX",4,0
2019-03-15,"v0yWo9Vcad","A","ERX",5,0
2019-03-15,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-15,"GWMK3i2EsQ","A","XEL",2,0
2019-03-15,"qUcoYROe85","A","XEL",23,0
2019-03-15,"y2TpLfkIXV","A","XEL",22,0
2019-03-15,"NzHceQoVJD","A","XEL",5,0
2019-03-15,"98wsxz6nB0","A","XEL",1,0
2019-03-15,"93rUiWeC21","A","ERX",65,0
2019-03-15,"V5z7YNktWc","A","ERX",2,0
2019-03-15,"WCaomv8YIc","A","XEL",7,0
2019-03-15,"OXuI86Giyj","A","XEL",5,0
2019-03-15,"1JWBESHbdt","A","ERX",30,0
2019-03-15,"PJF701uhzB","A","ERX",216,0
2019-03-15,"VOZPWxYiAb","A","XEL",1,0
2019-03-15,"F7S5NYvt3m","A","XEL",1,0
2019-03-15,"SrPeFX0BEZ","A","XEL",1,0
2019-03-15,"khToJg3GLD","A","XEL",35,0
2019-03-15,"qSR4OgTysj","A","XEL",5,0
2019-03-15,"NELDiOtRpH","A","ERX",9,0
2019-03-15,"K6rvRUa3eh","A","XEL",7,0
2019-03-15,"a1nzp8erhb","A","ERX",2,0
2019-03-15,"T2UzpGnvIK","A","ERX",1,0
2019-03-16,"y2TpLfkIXV","A","XEL",23,0
2019-03-16,"98wsxz6nB0","A","XEL",1,0
2019-03-16,"V5z7YNktWc","A","ERX",2,0
2019-03-16,"1JWBESHbdt","A","ERX",27,0
2019-03-16,"jn8X3EqNUT","A","ERX",31,0
2019-03-16,"qUcoYROe85","A","XEL",22,0
2019-03-16,"GWMK3i2EsQ","A","XEL",3,0
2019-03-16,"OXuI86Giyj","A","XEL",5,0
2019-03-16,"v0yWo9Vcad","A","ERX",2,0
2019-03-16,"Q1DY9uVmC6","A","XEL",5,0
2019-03-16,"oPEYL57CXB","A","XEL",5,0
2019-03-16,"NELDiOtRpH","A","ERX",8,0
2019-03-16,"sUrqT0fhOc","A","ERX",65,0
2019-03-16,"OfTNKyGn5C","A","XEL",0,0
2019-03-16,"WCaomv8YIc","A","XEL",8,0
2019-03-16,"suzH8jZ1bv","A","ERX",3,0
2019-03-16,"khToJg3GLD","A","XEL",33,0
2019-03-16,"K6rvRUa3eh","A","XEL",2,0
2019-03-16,"93rUiWeC21","A","ERX",55,0
2019-03-16,"qSR4OgTysj","A","XEL",3,0
2019-03-16,"QXtu7RdlMK","A","XEL",6,0
2019-03-16,"nPwZX0TfRy","A","XEL",2,0
2019-03-16,"FW9pYQ5UbZ","A","XEL",1,0
2019-03-16,"a1nzp8erhb","A","ERX",1,0
2019-03-16,"PJF701uhzB","A","ERX",211,0
2019-03-16,"s5cVyF3j2P","A","ERX",2,0
2019-03-16,"NzHceQoVJD","A","XEL",3,0
